Subject,Age,BFI1,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI2,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI3,BFI30,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,Education,Ethnicity_1,Ethnicity_2_01,Ethnicity_2_02,Ethnicity_2_03,Ethnicity_2_04,Ethnicity_2_05,Ethnicity_2_06,Gender,PO_Econ,PO_Gen,PO_Soc,a01accon,a01acinc,a01incon,a01ininc,a02accon,a02acinc,a02incon,a02ininc,a03accon,a03acinc,a03incon,a03ininc,a04accon,a04acinc,a04incon,a04ininc,a05accon,a05acinc,a05incon,a05ininc,a06accon,a06acinc,a06incon,a06ininc,a07accon,a07acinc,a07incon,a07ininc,a08accon,a08acinc,a08incon,a08ininc,a09accon,a09acinc,a09incon,a09ininc,a10accon,a10acinc,a10incon,a10ininc,a11accon,a11acinc,a11incon,a11ininc,a12accon,a12acinc,a12incon,a12ininc,ta01accon,ta01acinc,ta01incon,ta01ininc,ta02accon,ta02acinc,ta02incon,ta02ininc,ta03accon,ta03acinc,ta03incon,ta03ininc,ta04accon,ta04acinc,ta04incon,ta04ininc,ta05accon,ta05acinc,ta05incon,ta05ininc,ta06accon,ta06acinc,ta06incon,ta06ininc,ta07accon,ta07acinc,ta07incon,ta07ininc,ta08accon,ta08acinc,ta08incon,ta08ininc,ta09accon,ta09acinc,ta09incon,ta09ininc,ta10accon,ta10acinc,ta10incon,ta10ininc,ta11accon,ta11acinc,ta11incon,ta11ininc,ta12accon,ta12acinc,ta12incon,ta12ininc,td01accon,td01acinc,td01incon,td01ininc,td02accon,td02acinc,td02incon,td02ininc,td03accon,td03acinc,td03incon,td03ininc,td04accon,td04acinc,td04incon,td04ininc,td05accon,td05acinc,td05incon,td05ininc,td06accon,td06acinc,td06incon,td06ininc,td07accon,td07acinc,td07incon,td07ininc,td08accon,td08acinc,td08incon,td08ininc,td09accon,td09acinc,td09incon,td09ininc,td10accon,td10acinc,td10incon,td10ininc,td11accon,td11acinc,td11incon,td11ininc,td12accon,td12acinc,td12incon,td12ininc,missing_data,sum_action_proscript_greatbenef,sum_action_proscript_smallbenef,sum_action_prescript_greatbenef,sum_action_prescript_smallbenef,sum_inaction_proscript_greatbenef,sum_inaction_proscript_smallbenef,sum_inaction_prescript_greatbenef,sum_inaction_prescript_smallbenef,C,I,N,BFI1R,BFI21R,BFI26R,BFI7R,BFI17R,BFI27R,BFI3R,BFI8R,BFI28R,BFI14R,BFI19R,BFI24R,BFI10R,BFI20R,BFI30R,Extra,Agree,Con,Neuro,Open,C_artificial,N_artificial,I_artificial
80,18.0,4,3,2,4,4,2,4,2,2,4,2,3,4,4,4,3,2,4,2,2,2,3,2,3,5,4,3,3,3,3,2,2,1,0,0,0,0,0,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,3312,4581,1543,4643,2281,1944,4166,5374,2628,1442,3755,2760,2547,1852,2037,2255,2043,1800,2300,4129,1597,1456,2191,5019,2602,2060,2032,2374,2639,1711,1809,6466,3672,1455,2709,2196,2268,6732,2345,3972,2724,2220,4059,3498,2910,4844,1591,1960,12812,14777,16141,26322,18000,12768,16397,16890,16454,14171,21263,34845,15484,15074,16994,7563,19807,13715,12487,16217,11486,18156,15874,19456,28753,22986,24857,31690,25533,21584,20486,18359,17254,11370,22414,15492,20301,30001,17922,27735,27588,13999,25366,20597,26515,11777,17742,19330,0,7,0,10,6,5,12,2,6,0.47873,1.0,0.7663,2,2,4,3,4,4,4,3,4,4,4,4,3,2,3,2.5,3.66666666666667,3.66666666666667,3.83333333333333,3.33333333333333,0.125,0.917,0.875
81,18.0,2,3,4,3,4,3,2,5,2,4,1,5,1,1,4,5,3,3,2,4,2,5,1,2,5,4,4,4,2,3,2,2,1,0,0,0,0,0,2,5,3,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1609,2301,1376,5386,2329,3236,3820,1998,2141,2408,3501,2775,2937,1579,2050,4050,2331,5142,1732,3706,3457,2252,1973,2969,2201,9001,3076,3918,3226,2207,1828,2021,2907,2544,5953,2221,1283,2645,1703,1943,3791,4093,5157,3945,2468,1464,1971,4311,9956,19229,17794,48738,14969,15012,23350,21675,20515,19232,25710,23927,21203,15082,20152,9312,21805,25945,19086,21931,17966,16609,32874,29260,13998,38507,27453,30800,36356,24174,19423,29925,26141,7626,41970,48047,32372,23698,25461,56892,23647,21125,23180,21823,26704,10220,24389,25713,0,3,0,11,5,9,12,1,7,0.34583,1.0,0.79851,4,5,4,2,4,2,5,4,4,3,5,3,3,5,4,4.33333333333333,3.33333333333333,4.33333333333333,4.0,3.5,0.217,0.95,0.833
82,19.0,2,2,2,2,4,2,4,2,4,2,1,5,2,4,4,5,2,4,4,2,4,4,2,1,5,5,4,4,2,5,2,2,0,0,0,1,0,0,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2179,2031,1465,1701,4146,2176,8297,8148,2054,1338,2766,1868,4481,1407,5399,2498,4474,1550,2483,4254,1575,1319,1986,1666,3106,2451,2146,2726,1800,4038,2904,2218,2347,2549,2896,2596,3138,4982,1848,8646,3607,3129,5840,3725,1556,2283,3140,4026,5379,17662,29465,20251,9985,10604,12000,13549,15299,8420,15989,13649,8597,9282,13365,9346,11354,9887,10373,13897,17779,7125,52136,22439,12605,19848,20265,15081,18076,21235,38831,14636,8437,6526,42065,11197,21625,19380,8294,37821,15635,28763,21564,21357,19663,6712,14351,17483,0,3,0,12,4,9,12,0,8,0.45833,1.0,1.0,4,2,2,2,2,4,4,4,2,4,5,4,4,4,5,2.66666666666667,3.16666666666667,3.5,4.5,4.33333333333333,0.042,0.955,0.913
83,19.0,3,2,3,4,4,2,4,4,2,4,2,5,4,5,4,4,4,4,2,3,3,4,2,2,4,4,3,2,5,2,3,2,1,0,0,0,0,0,2,4,4,4,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2410,3220,2812,5321,2634,3589,9529,9063,3397,1380,6306,4301,6108,2527,5701,1414,3567,4439,4583,10120,2688,6703,2750,5608,2808,5178,4376,3380,5265,2669,2074,3373,8789,1740,8461,7717,2602,2671,2860,3588,3635,5630,6157,10602,3642,7057,3357,2191,14923,34214,23447,15281,15053,13377,29627,31438,18766,14969,23710,30063,21172,16541,41253,18480,17223,15535,15299,25858,15363,7056,18093,26834,17396,34058,30005,33368,45451,22245,20289,25116,23336,14960,34784,32938,25594,20370,31977,33500,21346,18880,30078,21470,14192,21094,20713,23816,0,4,2,8,6,8,10,4,6,0.16667,0.66667,0.4,3,1,4,4,4,3,4,1,3,4,4,2,4,2,4,3.0,4.0,3.33333333333333,3.33333333333333,3.66666666666667,0.083,0.822,0.875
84,18.0,2,2,3,2,4,2,2,4,2,3,2,4,2,2,5,4,1,4,4,3,2,4,3,2,5,5,4,2,4,4,2,2,1,0,0,1,0,0,1,3,2,3,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2445,3350,1779,2624,2297,2993,3609,6781,2942,37341,3929,2625,1945,2531,2204,1297,2515,5797,1980,20466,2693,2020,3454,3960,1998,13024,2875,4035,3479,2521,2091,1699,2224,2120,8380,2233,2221,6864,1602,2739,3904,3363,4226,26299,2144,1981,2278,10548,11516,21579,12183,20161,16172,16438,26882,18980,16426,16430,23829,27858,25198,15046,26817,14794,17384,18047,19333,20659,49548,16221,18402,30437,24207,25695,31229,20167,30262,26896,21457,26519,20799,14081,25400,21954,21217,23459,22571,32369,27902,19356,29407,19898,25243,11913,18106,24294,0,6,3,9,6,6,9,3,6,0.25,0.5,0.33333,4,4,2,4,4,3,3,2,4,4,4,5,4,4,4,3.5,3.66666666666667,3.33333333333333,4.33333333333333,3.83333333333333,0.087,0.913,0.913
85,19.0,5,2,2,3,4,4,2,1,2,3,4,4,2,4,4,2,1,3,4,3,3,2,2,4,5,4,2,2,3,4,3,1,0,0,0,0,0,<Cancel>,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2658,3408,2346,3236,2905,2257,6048,7672,2268,1423,3027,2778,1997,2598,2895,5641,4440,8830,2022,3739,1752,2138,2702,3546,3446,4623,3816,4419,4627,1319,1800,1949,1975,2303,21859,2417,2765,9326,2195,15302,3583,14632,3497,2878,4199,1454,4021,6374,9939,13816,10342,14228,13558,12115,22625,18945,14687,15651,15308,23725,17795,13502,14178,16864,33836,14782,17138,51030,17330,11447,21942,32052,22352,51770,25840,25842,28468,25828,20772,15757,14438,12550,26876,12813,16404,41421,16608,32319,15305,17123,36066,27236,20048,20534,25951,25238,0,5,0,12,5,7,12,0,7,0.5,1.0,1.0,1,2,2,4,4,3,4,3,3,2,2,5,4,4,2,1.66666666666667,3.66666666666667,3.16666666666667,3.33333333333333,3.16666666666667,0.125,0.958,0.826
86,18.0,1,4,4,3,5,4,3,5,4,4,4,4,5,1,3,4,4,4,4,4,4,2,2,2,4,3,5,4,4,3,3,2,0,0,0,1,0,0,1,6,4,3,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,5150,6290,3049,2829,2539,3391,4367,5024,2147,1877,7843,3710,3839,1891,2344,1698,5590,1969,2910,7817,1640,1579,1803,3586,2376,2564,2281,3599,2357,2064,2596,6625,6677,1500,6632,3874,2233,2536,2059,2110,4195,2938,3711,2744,2078,2153,2035,6359,1404,12765,2364,11356,4032,3114,4134,12388,3604,3313,2412,15478,3770,2982,15579,2255,2907,3387,1664,10087,2712,1688,2672,17446,5094,2688,18157,1719,16384,2225,5686,1615,7407,7062,19281,1267,3236,3000,2629,26891,1499,2762,15913,3898,3542,2287,2453,25750,0,4,5,8,7,8,7,4,5,0.0001,0.5,0.25002,5,5,2,2,2,2,4,2,2,2,2,2,2,1,4,4.33333333333333,2.66666666666667,3.5,2.5,2.83333333333333,0.212,0.864,0.75
87,18.0,5,3,2,4,4,3,3,3,2,4,4,5,2,4,5,5,4,3,1,2,2,1,2,3,3,4,3,3,2,3,2,2,1,0,0,1,0,0,1,4,4,4,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2762,5127,2047,2058,1813,2580,3634,34757,2766,4364,2746,4579,3329,1858,3777,2897,2710,2275,2919,3511,5004,5025,13133,6612,4298,11121,4134,4657,3425,2342,3316,6521,2360,2115,3946,2155,2564,2051,2891,5486,6115,23850,13334,7260,2676,2292,2021,2322,26177,38374,29809,28812,11920,10587,9494,39919,27811,24736,3620,113051,7623,13849,100172,25250,15124,33029,8641,27677,21582,12063,15390,49861,2107,3955,38309,4588,52920,4261,18042,4320,35846,62256,56243,49764,23604,50076,16493,90476,19329,26824,31361,8422,20359,8066,11992,47512,0,2,2,7,7,10,10,5,5,8e-05,0.71432,0.4167,1,2,5,3,4,4,4,4,4,3,2,2,3,4,3,2.66666666666667,4.16666666666667,4.16666666666667,2.33333333333333,3.33333333333333,0.083,0.958,0.875
88,18.0,4,5,3,3,4,2,3,3,4,5,3,3,1,3,4,5,4,3,3,4,4,4,2,4,4,5,3,2,1,4,2,2,0,0,0,1,0,0,1,2,2,3,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2293,4192,6229,3079,6729,5828,3229,9408,2150,2365,3814,4431,6061,2267,8688,4727,3012,2220,6806,8127,4594,2787,2540,4616,20850,5797,7950,2088,3447,2188,4741,6022,4382,3571,7156,9491,3984,7968,5507,5112,4802,5104,11543,2836,6410,4683,2624,3404,6127,30248,10128,13715,18897,46201,20701,32039,36896,7199,25186,20549,7227,13563,34606,6095,15504,9354,9723,35011,14030,11850,33045,45355,5853,11709,50577,4890,44410,6311,30500,29365,14241,4791,42532,9833,45874,12518,8258,32337,14902,3298,38040,6292,24620,5240,10037,41589,0,5,6,9,9,7,6,3,3,0.0,0.35294,0.29167,2,3,3,4,2,2,4,5,2,4,3,2,1,5,2,2.83333333333333,3.0,4.16666666666667,3.5,3.16666666666667,0.045,1.0,0.871
89,19.0,2,4,4,2,3,3,2,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,4,3,4,3,2,2,3,2,0,0,0,1,0,0,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1674,4092,1383,3764,2231,4677,3174,3905,2185,1683,3864,2143,8335,4358,2321,1943,10258,2455,2690,4262,2148,1939,2010,1665,3329,4786,2969,3174,3436,3379,1946,7797,2998,1785,3548,2909,2283,2667,2942,2533,4364,2453,3579,3296,18123,1474,1725,4593,2589,34737,4909,10280,8959,13383,12043,30964,5585,5206,5489,31984,11608,12028,24445,2409,10770,37394,9726,28597,23231,16916,10001,24079,5276,25450,36141,9733,20830,8657,5397,12390,6192,7536,26272,3878,12162,10983,3467,40710,22424,9537,20167,8603,2192,14742,22848,41086,0,0,0,12,11,12,12,0,1,0.02104,1.0,0.97847,4,4,4,3,4,2,4,4,2,3,2,2,2,2,2,4.0,3.16666666666667,3.5,2.83333333333333,2.5,0.042,0.913,0.917
90,19.0,4,3,3,3,3,2,3,3,2,3,2,4,4,3,4,3,2,3,4,4,4,4,4,4,3,3,2,3,4,3,2,1,1,0,0,0,0,0,2,3,3,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2236,2828,5390,6797,5636,5773,8837,1865,2342,3676,4234,3489,3890,2984,7688,2547,3660,2047,4956,10187,10453,1880,10155,5527,3124,3283,10395,3504,2747,5313,12032,25149,8634,2641,29658,5772,2751,5721,2961,11838,6565,3531,6514,7615,2954,2009,2360,2336,24020,23421,41050,24955,12764,24269,22403,27612,23159,17002,26773,41825,9218,20687,27544,12360,22829,34624,56582,22559,318567,15782,78399,27684,14406,42516,56314,40607,37673,45000,19423,24055,32938,29855,49360,69545,49892,190313,34041,48818,35984,17983,29970,29228,31214,17435,239702,54638,0,6,3,8,4,6,9,4,8,0.29028,0.60346,0.17145,2,3,2,3,4,2,2,2,2,4,4,4,3,2,2,2.5,3.33333333333333,2.5,3.66666666666667,2.66666666666667,0.0,1.0,0.955
91,18.0,2,3,4,4,5,4,3,4,2,4,2,5,4,3,5,4,4,3,2,1,2,3,2,4,4,4,3,2,2,1,2,1,0,0,0,0,0,Hispanic,2,5,4,3,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,4977,4999,3345,2206,2159,1202,5862,9454,2202,2002,2922,2859,4437,4177,4121,4077,2480,2228,2750,4449,1986,1961,1874,3140,2376,3558,3468,2105,2665,2182,9313,6303,2541,1562,8817,3064,1906,4271,820,6248,4534,5966,6088,15370,2044,2190,2781,4444,17376,19987,12047,24064,11153,8986,9341,21850,12705,11912,10468,22352,6874,13533,16561,7907,17300,15333,16675,12313,18537,7303,7205,25894,14633,21438,27484,16146,27000,5448,16149,33042,13470,11594,26609,26858,35183,15639,17133,19694,26021,28176,45390,6729,18468,12753,11640,17438,0,3,2,7,7,9,10,5,5,0.04979,0.68311,0.39578,4,3,4,4,4,5,4,4,4,2,4,2,3,2,2,3.66666666666667,4.5,4.16666666666667,2.66666666666667,2.83333333333333,0.133,0.867,0.75
92,18.0,5,2,4,2,4,3,4,3,2,4,3,4,2,2,4,5,5,5,3,4,3,4,2,2,4,5,4,3,3,2,2,1,1,0,0,0,0,Latino,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,3886,11927,3412,9318,13373,9597,17218,6032,2066,4126,3740,5693,2207,1717,2704,1724,2420,2376,4602,8791,9550,1347,1959,4828,1642,4063,3824,3002,3816,3118,2359,3143,2234,5532,4632,22070,1846,15438,3935,9618,3291,3653,3877,1788,2255,4232,2073,3168,19104,30801,30331,16224,15206,36262,35939,18744,21600,16546,27712,48673,19276,18999,18607,15297,45162,14767,15638,15408,24861,12299,19166,60714,21843,36085,56657,23895,29226,46565,24730,21079,21871,21565,47000,30620,53988,22377,22345,29227,29725,45238,21803,22793,17396,27662,16927,27843,0,5,1,10,4,7,11,2,8,0.40647,0.74942,0.53982,1,4,3,3,4,2,4,3,3,3,3,1,4,4,4,3.16666666666667,3.16666666666667,3.83333333333333,2.83333333333333,4.33333333333333,0.307,0.819,0.652
93,21.0,2,2,5,5,4,4,2,5,4,4,3,5,2,2,5,4,4,4,2,2,2,1,2,2,4,4,4,1,2,3,5,1,1,0,0,0,0,0,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2828,3097,2212,3469,4054,3716,3822,4429,2195,1854,3360,2906,2953,2327,2201,2355,6279,1949,3737,6220,2063,5173,2791,2551,2044,5292,3099,3935,3657,1750,4886,2252,2305,2560,7042,6076,2585,2321,2277,5529,3578,6634,3620,4399,2422,2402,3131,2294,11103,15807,14076,16558,10147,12032,24926,19703,13607,13495,22388,23134,10448,15454,18329,11844,20097,15964,17624,21397,16247,15435,23541,15242,15926,34241,33080,20892,42588,14000,16714,21193,15565,14765,37947,26394,18168,23661,18095,32545,18133,17434,20366,20675,24299,12595,16932,38576,0,3,0,12,9,9,12,0,3,0.25,0.38178,1.0,4,4,4,5,2,4,4,4,4,2,3,2,4,4,4,4.33333333333333,4.33333333333333,4.0,2.5,3.66666666666667,0.167,0.875,0.75
94,19.0,2,3,3,4,4,3,4,4,2,4,2,4,3,4,4,5,4,4,2,2,4,3,2,2,4,3,2,3,3,3,2,2,0,0,0,1,0,0,2,3,3,4,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,3759,9225,1284,14711,2271,4203,4075,12344,1534,1720,2564,5846,2984,18093,8436,3089,6958,9112,2431,20134,1304,2517,1537,2152,1656,1890,3468,5434,1832,1738,1556,4645,3313,1988,13979,17812,2169,1610,2284,2498,3217,2197,8928,4621,3219,3113,2622,12069,8082,25410,15025,11057,18954,12906,17366,34309,10172,13500,15547,19042,10053,11688,23172,11117,23756,31041,13837,13420,11475,10797,12598,16577,16628,39265,21486,15889,21823,17241,18937,10008,17829,7064,25544,13937,15501,25469,22616,36227,18133,11399,26951,17097,10479,12030,21766,24702,0,1,1,12,10,11,11,0,2,0.10959,0.0,0.93976,4,2,4,3,4,4,4,3,2,3,4,2,3,3,4,3.16666666666667,3.83333333333333,3.66666666666667,3.16666666666667,3.5,0.265,0.833,0.727
95,20.0,5,3,4,3,4,2,3,1,4,5,3,5,2,4,5,4,4,4,1,4,4,4,1,1,4,5,2,3,2,4,3,2,1,0,0,0,0,0,2,5,5,4,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1765,4005,2857,2496,3218,2592,5219,7961,4594,2425,2546,7620,2001,3124,6319,3171,2382,3342,4352,3759,9186,3815,6237,5453,4101,3266,4916,5703,2858,1494,3260,7041,4146,2500,22713,4656,6016,6360,2184,5935,7628,4666,4871,4111,1603,2547,2149,4060,11500,23028,19736,28602,20929,8642,19550,36931,28394,21596,14406,71759,23750,29923,32985,19602,50514,20333,18155,33671,53860,25242,24655,30272,39282,33329,37878,69625,37241,16849,30530,8299,17936,18047,63071,38502,9274,25782,38430,64476,22765,55211,35138,9391,35749,20864,25547,39817,0,6,2,10,5,6,10,2,7,0.37406,0.54468,0.46404,1,2,5,3,2,2,5,4,2,4,3,2,3,4,5,2.5,3.33333333333333,4.0,3.5,4.0,0.05,0.955,0.85
96,18.0,2,3,5,3,5,3,3,4,5,5,5,4,2,1,2,4,3,3,4,4,4,3,2,2,5,3,5,5,3,3,3,1,1,0,0,0,0,0,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,8240,3747,2113,2450,4031,3001,12566,11392,4956,3689,3648,9043,3006,3593,4720,3550,3361,2752,7355,6984,2082,1594,4233,3932,3407,3866,4806,3848,5219,4099,3275,4438,2112,2048,7570,5230,2379,3457,5045,8646,2361,10261,6328,3452,2406,4066,6278,5763,17733,24204,23829,23468,24062,28018,34083,25595,16388,54935,25230,34289,32212,38587,47707,52359,25794,27701,30950,46955,47664,16343,26015,40224,20156,27235,58147,24138,70657,30979,21940,24409,13905,12797,31989,28278,44159,59169,45564,82464,33938,19523,37391,19827,20316,14371,20945,26754,0,6,3,8,3,6,9,4,9,0.33104,0.63588,0.10902,4,5,2,1,1,2,4,3,2,3,1,3,3,4,4,4.16666666666667,2.16666666666667,3.83333333333333,3.0,3.33333333333333,0.227,0.682,0.784
97,20.0,3,4,3,5,5,5,3,4,1,3,5,5,2,5,5,5,5,5,4,2,4,2,4,3,5,4,1,2,4,1,2,2,0,0,0,1,0,0,2,3,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,3215,12282,1921,2444,1531,2112,3966,5096,1679,4484,3915,12554,1461,3012,2274,3482,1866,6283,1975,3437,3360,1829,2121,6618,2047,15874,2907,3255,3496,3685,2241,4125,2594,1879,13161,2633,1752,6699,2100,3821,2737,2641,2529,5227,1590,5391,1681,2227,10547,24360,14469,8987,6610,5588,11280,18504,14041,11331,9107,42134,5206,8420,20273,12437,26539,15234,12313,19321,9531,14612,8651,34110,19300,27724,19273,11709,23454,5424,7597,10733,6210,6868,18965,16907,11407,11068,11439,38145,12982,15179,20475,18657,26412,7791,10665,32377,0,3,0,12,9,9,12,0,3,0.25,0.46004,1.0,3,1,2,4,5,4,2,2,2,1,1,1,2,4,3,2.33333333333333,4.66666666666667,3.16666666666667,1.83333333333333,3.5,0.083,1.0,0.75
98,18.0,2,2,4,4,5,4,4,4,1,2,4,4,3,2,4,4,4,4,2,2,2,3,3,2,4,3,5,1,2,3,3,2,0,0,0,1,0,0,2,4,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,4208,7218,2164,3063,3349,2579,8540,7629,2803,3965,8165,4027,2408,3110,30655,12627,2906,2998,5301,7070,1835,1898,2693,3913,2878,22636,3149,3110,3729,2131,5032,8287,4520,5802,16657,5375,2464,3834,2672,2570,7967,22027,8055,10172,2484,10492,2114,4892,9227,22977,15783,26111,12054,18719,14720,26336,17159,13187,17907,22234,14672,13844,22735,21793,21797,15346,16082,19724,24144,13206,15381,22054,24277,33733,26135,29740,30635,24751,19140,29488,16705,13333,21170,24559,20585,23485,18672,30822,20581,15354,26325,18702,26354,18584,26861,29672,0,4,0,12,7,8,12,0,5,0.375,0.99982,1.0,4,4,4,5,5,4,3,4,4,2,2,2,4,3,4,4.16666666666667,4.33333333333333,3.66666666666667,2.66666666666667,3.66666666666667,0.167,0.917,0.75
99,18.0,4,1,4,2,3,3,4,3,4,3,4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,3,4,3,4,2,2,0,0,0,1,0,0,1,4,4,4,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2797,5716,1969,2135,3094,3965,4290,3511,1935,2543,5090,4205,2939,8012,3120,2214,5741,1778,3437,3732,3910,2270,2980,3611,1666,6983,6388,6408,2939,2433,1935,4410,5194,2403,3909,9599,1620,2377,5700,4459,7667,4832,8197,5594,2740,1773,6370,2140,5766,17722,5080,14645,19217,10583,20157,30120,14901,53751,17173,37070,24222,7334,31238,20159,11655,23658,10715,26238,4763,24417,25334,27965,9426,35667,74482,41290,54157,2844,12018,3221,6450,22643,37080,17014,18832,2935,2234,53979,19119,44989,27203,24768,2197,12910,23120,52425,0,4,2,10,8,8,10,2,4,0.16667,0.5,0.6,2,2,2,2,2,2,3,3,3,3,2,3,5,2,2,2.66666666666667,2.5,3.16666666666667,3.16666666666667,3.5,0.17,0.83,0.792
100,18.0,4,3,3,4,4,4,3,3,3,4,4,4,2,3,4,4,4,4,3,3,2,2,2,3,4,4,3,3,2,3,2,2,1,0,0,1,0,0,1,4,3,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2641,8344,5686,3233,2733,3611,14047,6684,5610,1987,1885,5024,2391,3002,2429,6496,4993,3750,3670,6062,4979,1824,12141,9759,2591,6420,6082,2985,2565,3727,2763,2689,4221,11986,19581,4165,7289,8694,2653,9246,2328,2719,6268,11363,1393,8250,2783,41687,11177,12690,7895,22412,12582,7617,12000,17133,10878,11381,13036,17704,12596,8365,11796,5548,33432,9385,12656,10117,8405,9746,11379,35408,12852,21025,26709,14176,23224,19883,13634,11461,13356,7708,18413,14324,15238,14451,12269,29386,15258,10308,20304,14376,18926,12033,11581,13463,0,5,1,8,6,7,11,4,6,0.26372,0.73712,0.46701,2,3,3,3,3,3,4,4,4,2,2,2,3,4,3,2.83333333333333,3.5,4.0,2.5,3.5,0.095,0.95,0.871
